Population,Five-Year Age Groups,Gender,Hispanic Origin,Race,Year
87128,80-84 years,Male,Hispanic or Latino,White,2003
145715,80-84 years,Female,Hispanic or Latino,White,2004
94635,80-84 years,Male,Hispanic or Latino,White,2004
154930,80-84 years,Female,Hispanic or Latino,White,2005
100741,80-84 years,Male,Hispanic or Latino,White,2005
163815,80-84 years,Female,Hispanic or Latino,White,2006
106852,80-84 years,Male,Hispanic or Latino,White,2006
172035,80-84 years,Female,Hispanic or Latino,White,2007
112449,80-84 years,Male,Hispanic or Latino,White,2007
181746,80-84 years,Female,Hispanic or Latino,White,2008
118533,80-84 years,Male,Hispanic or Latino,White,2008
190908,80-84 years,Female,Hispanic or Latino,White,2009
124845,80-84 years,Male,Hispanic or Latino,White,2009
198661,80-84 years,Female,Hispanic or Latino,White,2010
130743,80-84 years,Male,Hispanic or Latino,White,2010
210273,80-84 years,Female,Hispanic or Latino,White,2011
139982,80-84 years,Male,Hispanic or Latino,White,2011
218871,80-84 years,Female,Hispanic or Latino,White,2012
146192,80-84 years,Male,Hispanic or Latino,White,2012
226016,80-84 years,Female,Hispanic or Latino,White,2013
150756,80-84 years,Male,Hispanic or Latino,White,2013
233967,80-84 years,Female,Hispanic or Latino,White,2014
156497,80-84 years,Male,Hispanic or Latino,White,2014
243254,80-84 years,Female,Hispanic or Latino,White,2015
163044,80-84 years,Male,Hispanic or Latino,White,2015
251860,80-84 years,Female,Hispanic or Latino,White,2016
169133,80-84 years,Male,Hispanic or Latino,White,2016
262881,80-84 years,Female,Hispanic or Latino,White,2017
177482,80-84 years,Male,Hispanic or Latino,White,2017
273852,80-84 years,Female,Hispanic or Latino,White,2018
186429,80-84 years,Male,Hispanic or Latino,White,2018
290052,80-84 years,Female,Hispanic or Latino,White,2019
199054,80-84 years,Male,Hispanic or Latino,White,2019
300653,80-84 years,Female,Hispanic or Latino,White,2020 
206921,80-84 years,Male,Hispanic or Latino,White,2020 
Not Applicable,85-89 years,Female,Hispanic or Latino,White,1999
Not Applicable,85-89 years,Male,Hispanic or Latino,White,1999
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2000
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2000
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2001
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2001
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2002
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2002
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2003
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2003
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2004
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2004
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2005
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2005
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2006
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2006
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2007
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2007
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2008
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2008
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2009
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2009
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2010
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2010
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2011
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2011
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2012
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2012
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2013
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2013
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2014
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2014
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2015
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2015
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2016
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2016
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2017
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2017
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2018
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2018
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2019
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2019
Not Applicable,85-89 years,Female,Hispanic or Latino,White,2020 
Not Applicable,85-89 years,Male,Hispanic or Latino,White,2020 
Not Applicable,90-94 years,Female,Hispanic or Latino,White,1999
Not Applicable,90-94 years,Male,Hispanic or Latino,White,1999
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2000
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2000
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2001
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2001
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2002
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2002
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2003
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2003
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2004
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2004
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2005
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2005
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2006
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2006
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2007
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2007
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2008
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2008
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2009
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2009
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2010
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2010
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2011
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2011
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2012
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2012
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2013
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2013
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2014
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2014
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2015
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2015
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2016
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2016
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2017
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2017
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2018
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2018
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2019
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2019
Not Applicable,90-94 years,Female,Hispanic or Latino,White,2020 
Not Applicable,90-94 years,Male,Hispanic or Latino,White,2020 
Not Applicable,95-99 years,Female,Hispanic or Latino,White,1999
Not Applicable,95-99 years,Male,Hispanic or Latino,White,1999
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2000
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2000
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2001
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2001
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2002
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2002
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2003
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2003
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2004
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2004
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2005
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2005
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2006
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2006
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2007
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2007
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2008
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2008
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2009
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2009
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2010
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2010
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2011
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2011
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2012
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2012
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2013
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2013
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2014
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2014
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2015
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2015
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2016
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2016
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2017
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2017
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2018
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2018
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2019
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2019
Not Applicable,95-99 years,Female,Hispanic or Latino,White,2020 
Not Applicable,95-99 years,Male,Hispanic or Latino,White,2020 
Not Applicable,100+ years,Female,Hispanic or Latino,White,1999
Not Applicable,100+ years,Male,Hispanic or Latino,White,1999
Not Applicable,100+ years,Female,Hispanic or Latino,White,2000
Not Applicable,100+ years,Male,Hispanic or Latino,White,2000
Not Applicable,100+ years,Female,Hispanic or Latino,White,2001
Not Applicable,100+ years,Male,Hispanic or Latino,White,2001
Not Applicable,100+ years,Female,Hispanic or Latino,White,2002
Not Applicable,100+ years,Male,Hispanic or Latino,White,2002
Not Applicable,100+ years,Female,Hispanic or Latino,White,2003
Not Applicable,100+ years,Male,Hispanic or Latino,White,2003
Not Applicable,100+ years,Female,Hispanic or Latino,White,2004
Not Applicable,100+ years,Male,Hispanic or Latino,White,2004
Not Applicable,100+ years,Female,Hispanic or Latino,White,2005
Not Applicable,100+ years,Male,Hispanic or Latino,White,2005
Not Applicable,100+ years,Female,Hispanic or Latino,White,2006
Not Applicable,100+ years,Male,Hispanic or Latino,White,2006
Not Applicable,100+ years,Female,Hispanic or Latino,White,2007
Not Applicable,100+ years,Male,Hispanic or Latino,White,2007
Not Applicable,100+ years,Female,Hispanic or Latino,White,2008
Not Applicable,100+ years,Male,Hispanic or Latino,White,2008
Not Applicable,100+ years,Female,Hispanic or Latino,White,2009
Not Applicable,100+ years,Male,Hispanic or Latino,White,2009
Not Applicable,100+ years,Female,Hispanic or Latino,White,2010
Not Applicable,100+ years,Male,Hispanic or Latino,White,2010
Not Applicable,100+ years,Female,Hispanic or Latino,White,2011
Not Applicable,100+ years,Male,Hispanic or Latino,White,2011
Not Applicable,100+ years,Female,Hispanic or Latino,White,2012
Not Applicable,100+ years,Male,Hispanic or Latino,White,2012
Not Applicable,100+ years,Female,Hispanic or Latino,White,2013
Not Applicable,100+ years,Male,Hispanic or Latino,White,2013
Not Applicable,100+ years,Female,Hispanic or Latino,White,2014
Not Applicable,100+ years,Male,Hispanic or Latino,White,2014
Not Applicable,100+ years,Female,Hispanic or Latino,White,2015
Not Applicable,100+ years,Male,Hispanic or Latino,White,2015
Not Applicable,100+ years,Female,Hispanic or Latino,White,2016
Not Applicable,100+ years,Male,Hispanic or Latino,White,2016
Not Applicable,100+ years,Female,Hispanic or Latino,White,2017
Not Applicable,100+ years,Male,Hispanic or Latino,White,2017
Not Applicable,100+ years,Female,Hispanic or Latino,White,2018
Not Applicable,100+ years,Male,Hispanic or Latino,White,2018
Not Applicable,100+ years,Female,Hispanic or Latino,White,2019
Not Applicable,100+ years,Male,Hispanic or Latino,White,2019
Not Applicable,100+ years,Female,Hispanic or Latino,White,2020 
Not Applicable,100+ years,Male,Hispanic or Latino,White,2020 
Not Applicable,Not Stated,Female,Hispanic or Latino,White,1999
Not Applicable,Not Stated,Male,Hispanic or Latino,White,1999
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2000
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2000
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2001
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2001
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2002
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2002
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2003
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2003
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2004
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2004
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2005
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2005
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2006
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2006
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2007
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2007
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2008
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2008
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2009
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2009
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2010
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2010
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2011
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2011
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2012
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2012
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2013
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2013
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2014
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2014
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2015
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2015
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2016
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2016
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2017
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2017
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2018
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2018
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2019
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2019
Not Applicable,Not Stated,Female,Hispanic or Latino,White,2020 
Not Applicable,Not Stated,Male,Hispanic or Latino,White,2020 
1112288,< 1 year,Female,Not Hispanic or Latino,White,1999
1172726,< 1 year,Male,Not Hispanic or Latino,White,1999
1102471,< 1 year,Female,Not Hispanic or Latino,White,2000
1162900,< 1 year,Male,Not Hispanic or Latino,White,2000
1130915,< 1 year,Female,Not Hispanic or Latino,White,2001
1186474,< 1 year,Male,Not Hispanic or Latino,White,2001
1098967,< 1 year,Female,Not Hispanic or Latino,White,2002
1155046,< 1 year,Male,Not Hispanic or Latino,White,2002
1097359,< 1 year,Female,Not Hispanic or Latino,White,2003
1154996,< 1 year,Male,Not Hispanic or Latino,White,2003
1097641,< 1 year,Female,Not Hispanic or Latino,White,2004
1155250,< 1 year,Male,Not Hispanic or Latino,White,2004
1073760,< 1 year,Female,Not Hispanic or Latino,White,2005
1130089,< 1 year,Male,Not Hispanic or Latino,White,2005
1067466,< 1 year,Female,Not Hispanic or Latino,White,2006
1124354,< 1 year,Male,Not Hispanic or Latino,White,2006
1077101,< 1 year,Female,Not Hispanic or Latino,White,2007
1133543,< 1 year,Male,Not Hispanic or Latino,White,2007
1065232,< 1 year,Female,Not Hispanic or Latino,White,2008
1118406,< 1 year,Male,Not Hispanic or Latino,White,2008
1027561,< 1 year,Female,Not Hispanic or Latino,White,2009
1080480,< 1 year,Male,Not Hispanic or Latino,White,2009
