Race,Hispanic Origin,Five-Year Age Groups,Cause of death Code,Gender,Deaths,Year
White,Hispanic or Latino,45-49 years,I11.9,Male,111,2017
White,Hispanic or Latino,45-49 years,I12.0,Female,12,2017
White,Hispanic or Latino,45-49 years,I12.0,Male,26,2017
White,Hispanic or Latino,45-49 years,I12.9,Female,4,2017
White,Hispanic or Latino,45-49 years,I13.1,Female,4,2017
White,Hispanic or Latino,45-49 years,I13.1,Male,4,2017
White,Hispanic or Latino,45-49 years,I13.2,Male,4,2017
White,Hispanic or Latino,50-54 years,I10,Female,17,2017
White,Hispanic or Latino,50-54 years,I10,Male,38,2017
White,Hispanic or Latino,50-54 years,I11.0,Female,4,2017
White,Hispanic or Latino,50-54 years,I11.0,Male,12,2017
White,Hispanic or Latino,50-54 years,I11.9,Female,56,2017
White,Hispanic or Latino,50-54 years,I11.9,Male,160,2017
White,Hispanic or Latino,50-54 years,I12.0,Female,4,2017
White,Hispanic or Latino,50-54 years,I12.0,Male,33,2017
White,Hispanic or Latino,50-54 years,I12.9,Male,4,2017
White,Hispanic or Latino,50-54 years,I13.0,Female,4,2017
White,Hispanic or Latino,50-54 years,I13.1,Female,4,2017
White,Hispanic or Latino,50-54 years,I13.1,Male,12,2017
White,Hispanic or Latino,50-54 years,I13.2,Male,4,2017
White,Hispanic or Latino,50-54 years,I13.9,Male,4,2017
White,Hispanic or Latino,55-59 years,I10,Female,33,2017
White,Hispanic or Latino,55-59 years,I10,Male,62,2017
White,Hispanic or Latino,55-59 years,I11.0,Female,4,2017
White,Hispanic or Latino,55-59 years,I11.0,Male,23,2017
White,Hispanic or Latino,55-59 years,I11.9,Female,75,2017
White,Hispanic or Latino,55-59 years,I11.9,Male,168,2017
White,Hispanic or Latino,55-59 years,I12.0,Female,21,2017
White,Hispanic or Latino,55-59 years,I12.0,Male,49,2017
White,Hispanic or Latino,55-59 years,I12.9,Female,4,2017
White,Hispanic or Latino,55-59 years,I13.1,Female,4,2017
White,Hispanic or Latino,55-59 years,I13.1,Male,4,2017
White,Hispanic or Latino,55-59 years,I13.2,Female,4,2017
White,Hispanic or Latino,55-59 years,I13.2,Male,4,2017
White,Hispanic or Latino,55-59 years,I13.9,Male,4,2017
White,Hispanic or Latino,60-64 years ,I10,Female,52,2017
White,Hispanic or Latino,60-64 years ,I10,Male,73,2017
White,Hispanic or Latino,60-64 years ,I11.0,Female,13,2017
White,Hispanic or Latino,60-64 years ,I11.0,Male,22,2017
White,Hispanic or Latino,60-64 years ,I11.9,Female,64,2017
White,Hispanic or Latino,60-64 years ,I11.9,Male,167,2017
White,Hispanic or Latino,60-64 years ,I12.0,Female,32,2017
White,Hispanic or Latino,60-64 years ,I12.0,Male,54,2017
White,Hispanic or Latino,60-64 years ,I12.9,Female,4,2017
White,Hispanic or Latino,60-64 years ,I12.9,Male,4,2017
White,Hispanic or Latino,60-64 years ,I13.0,Female,4,2017
White,Hispanic or Latino,60-64 years ,I13.1,Female,10,2017
White,Hispanic or Latino,60-64 years ,I13.1,Male,12,2017
White,Hispanic or Latino,60-64 years ,I13.2,Female,4,2017
White,Hispanic or Latino,60-64 years ,I13.2,Male,4,2017
White,Hispanic or Latino,60-64 years ,I13.9,Female,4,2017
White,Hispanic or Latino,60-64 years ,I13.9,Male,4,2017
White,Hispanic or Latino,65-69 years,I10,Female,52,2017
White,Hispanic or Latino,65-69 years,I10,Male,77,2017
White,Hispanic or Latino,65-69 years,I11.0,Female,24,2017
White,Hispanic or Latino,65-69 years,I11.0,Male,23,2017
White,Hispanic or Latino,65-69 years,I11.9,Female,61,2017
White,Hispanic or Latino,65-69 years,I11.9,Male,136,2017
White,Hispanic or Latino,65-69 years,I12.0,Female,56,2017
White,Hispanic or Latino,65-69 years,I12.0,Male,49,2017
White,Hispanic or Latino,65-69 years,I12.9,Female,4,2017
White,Hispanic or Latino,65-69 years,I12.9,Male,4,2017
White,Hispanic or Latino,65-69 years,I13.0,Female,4,2017
White,Hispanic or Latino,65-69 years,I13.0,Male,4,2017
White,Hispanic or Latino,65-69 years,I13.1,Female,10,2017
White,Hispanic or Latino,65-69 years,I13.1,Male,10,2017
White,Hispanic or Latino,65-69 years,I13.2,Female,12,2017
White,Hispanic or Latino,65-69 years,I13.2,Male,15,2017
White,Hispanic or Latino,65-69 years,I13.9,Female,4,2017
White,Hispanic or Latino,70-74 years,I10,Female,70,2017
White,Hispanic or Latino,70-74 years,I10,Male,78,2017
White,Hispanic or Latino,70-74 years,I11.0,Female,32,2017
White,Hispanic or Latino,70-74 years,I11.0,Male,38,2017
White,Hispanic or Latino,70-74 years,I11.9,Female,80,2017
White,Hispanic or Latino,70-74 years,I11.9,Male,102,2017
White,Hispanic or Latino,70-74 years,I12.0,Female,57,2017
White,Hispanic or Latino,70-74 years,I12.0,Male,44,2017
White,Hispanic or Latino,70-74 years,I12.9,Female,4,2017
White,Hispanic or Latino,70-74 years,I12.9,Male,4,2017
White,Hispanic or Latino,70-74 years,I13.1,Female,11,2017
White,Hispanic or Latino,70-74 years,I13.1,Male,15,2017
White,Hispanic or Latino,70-74 years,I13.2,Female,11,2017
White,Hispanic or Latino,70-74 years,I13.2,Male,16,2017
White,Hispanic or Latino,70-74 years,I13.9,Female,4,2017
White,Hispanic or Latino,75-79 years,I10,Female,71,2017
White,Hispanic or Latino,75-79 years,I10,Male,80,2017
White,Hispanic or Latino,75-79 years,I11.0,Female,54,2017
White,Hispanic or Latino,75-79 years,I11.0,Male,44,2017
White,Hispanic or Latino,75-79 years,I11.9,Female,67,2017
White,Hispanic or Latino,75-79 years,I11.9,Male,98,2017
White,Hispanic or Latino,75-79 years,I12.0,Female,57,2017
White,Hispanic or Latino,75-79 years,I12.0,Male,56,2017
White,Hispanic or Latino,75-79 years,I12.9,Female,4,2017
White,Hispanic or Latino,75-79 years,I12.9,Male,4,2017
White,Hispanic or Latino,75-79 years,I13.0,Male,4,2017
White,Hispanic or Latino,75-79 years,I13.1,Female,10,2017
White,Hispanic or Latino,75-79 years,I13.1,Male,10,2017
White,Hispanic or Latino,75-79 years,I13.2,Female,19,2017
White,Hispanic or Latino,75-79 years,I13.2,Male,15,2017
White,Hispanic or Latino,75-79 years,I13.9,Male,4,2017
White,Hispanic or Latino,75-79 years,I15.9,Male,4,2017
White,Hispanic or Latino,80-84 years,I10,Female,119,2017
White,Hispanic or Latino,80-84 years,I10,Male,85,2017
White,Hispanic or Latino,80-84 years,I11.0,Female,74,2017
White,Hispanic or Latino,80-84 years,I11.0,Male,57,2017
White,Hispanic or Latino,80-84 years,I11.9,Female,111,2017
White,Hispanic or Latino,80-84 years,I11.9,Male,91,2017
White,Hispanic or Latino,80-84 years,I12.0,Female,103,2017
White,Hispanic or Latino,80-84 years,I12.0,Male,74,2017
White,Hispanic or Latino,80-84 years,I13.0,Female,4,2017
White,Hispanic or Latino,80-84 years,I13.0,Male,4,2017
White,Hispanic or Latino,80-84 years,I13.1,Female,10,2017
White,Hispanic or Latino,80-84 years,I13.1,Male,4,2017
White,Hispanic or Latino,80-84 years,I13.2,Female,24,2017
White,Hispanic or Latino,80-84 years,I13.2,Male,10,2017
White,Hispanic or Latino,80-84 years,I13.9,Female,4,2017
White,Hispanic or Latino,80-84 years,I15.0,Female,4,2017
White,Hispanic or Latino,85-89 years,I10,Female,132,2017
White,Hispanic or Latino,85-89 years,I10,Male,87,2017
White,Hispanic or Latino,85-89 years,I11.0,Female,133,2017
White,Hispanic or Latino,85-89 years,I11.0,Male,67,2017
White,Hispanic or Latino,85-89 years,I11.9,Female,125,2017
White,Hispanic or Latino,85-89 years,I11.9,Male,68,2017
White,Hispanic or Latino,85-89 years,I12.0,Female,92,2017
White,Hispanic or Latino,85-89 years,I12.0,Male,81,2017
White,Hispanic or Latino,85-89 years,I12.9,Female,4,2017
White,Hispanic or Latino,85-89 years,I12.9,Male,4,2017
White,Hispanic or Latino,85-89 years,I13.0,Female,4,2017
White,Hispanic or Latino,85-89 years,I13.0,Male,4,2017
White,Hispanic or Latino,85-89 years,I13.1,Female,12,2017
White,Hispanic or Latino,85-89 years,I13.1,Male,4,2017
White,Hispanic or Latino,85-89 years,I13.2,Female,36,2017
White,Hispanic or Latino,85-89 years,I13.2,Male,20,2017
White,Hispanic or Latino,85-89 years,I13.9,Female,4,2017
White,Hispanic or Latino,85-89 years,I13.9,Male,4,2017
White,Hispanic or Latino,90-94 years,I10,Female,128,2017
White,Hispanic or Latino,90-94 years,I10,Male,64,2017
White,Hispanic or Latino,90-94 years,I11.0,Female,139,2017
White,Hispanic or Latino,90-94 years,I11.0,Male,88,2017
White,Hispanic or Latino,90-94 years,I11.9,Female,102,2017
White,Hispanic or Latino,90-94 years,I11.9,Male,41,2017
White,Hispanic or Latino,90-94 years,I12.0,Female,94,2017
White,Hispanic or Latino,90-94 years,I12.0,Male,49,2017
White,Hispanic or Latino,90-94 years,I12.9,Female,4,2017
White,Hispanic or Latino,90-94 years,I12.9,Male,4,2017
White,Hispanic or Latino,90-94 years,I13.0,Female,4,2017
White,Hispanic or Latino,90-94 years,I13.1,Female,4,2017
White,Hispanic or Latino,90-94 years,I13.1,Male,11,2017
White,Hispanic or Latino,90-94 years,I13.2,Female,25,2017
White,Hispanic or Latino,90-94 years,I13.2,Male,24,2017
White,Hispanic or Latino,90-94 years,I13.9,Female,4,2017
White,Hispanic or Latino,95-99 years,I10,Female,89,2017
White,Hispanic or Latino,95-99 years,I10,Male,27,2017
White,Hispanic or Latino,95-99 years,I11.0,Female,91,2017
White,Hispanic or Latino,95-99 years,I11.0,Male,33,2017
White,Hispanic or Latino,95-99 years,I11.9,Female,69,2017
White,Hispanic or Latino,95-99 years,I11.9,Male,16,2017
White,Hispanic or Latino,95-99 years,I12.0,Female,36,2017
White,Hispanic or Latino,95-99 years,I12.0,Male,28,2017
White,Hispanic or Latino,95-99 years,I12.9,Female,4,2017
White,Hispanic or Latino,95-99 years,I13.0,Male,4,2017
White,Hispanic or Latino,95-99 years,I13.1,Female,4,2017
White,Hispanic or Latino,95-99 years,I13.1,Male,4,2017
White,Hispanic or Latino,95-99 years,I13.2,Female,4,2017
White,Hispanic or Latino,95-99 years,I13.2,Male,4,2017
White,Hispanic or Latino,95-99 years,I13.9,Female,4,2017
White,Hispanic or Latino,100+ years,I10,Female,23,2017
White,Hispanic or Latino,100+ years,I10,Male,4,2017
White,Hispanic or Latino,100+ years,I11.0,Female,26,2017
White,Hispanic or Latino,100+ years,I11.0,Male,10,2017
White,Hispanic or Latino,100+ years,I11.9,Female,27,2017
White,Hispanic or Latino,100+ years,I11.9,Male,4,2017
White,Hispanic or Latino,100+ years,I12.0,Female,11,2017
White,Hispanic or Latino,100+ years,I12.0,Male,4,2017
White,Hispanic or Latino,100+ years,I13.0,Male,4,2017
White,Hispanic or Latino,100+ years,I13.2,Female,4,2017
White,Hispanic or Latino,Not Stated,I11.0,Female,4,2017
White,Hispanic or Latino,Not Stated,I11.9,Male,4,2017
White,Not Hispanic or Latino,1-4 years,I11.0,Male,4,2017
White,Not Hispanic or Latino,15-19 years,I11.9,Female,4,2017
White,Not Hispanic or Latino,15-19 years,I11.9,Male,4,2017
White,Not Hispanic or Latino,20-24 years,I10,Male,4,2017
White,Not Hispanic or Latino,20-24 years,I11.0,Female,4,2017
White,Not Hispanic or Latino,20-24 years,I11.0,Male,4,2017
White,Not Hispanic or Latino,20-24 years,I11.9,Female,4,2017
White,Not Hispanic or Latino,20-24 years,I11.9,Male,15,2017
White,Not Hispanic or Latino,20-24 years,I12.9,Female,4,2017
White,Not Hispanic or Latino,20-24 years,I13.2,Male,4,2017
White,Not Hispanic or Latino,20-24 years,I13.9,Male,4,2017
White,Not Hispanic or Latino,25-29 years,I10,Female,4,2017
White,Not Hispanic or Latino,25-29 years,I10,Male,4,2017
White,Not Hispanic or Latino,25-29 years,I11.0,Female,4,2017
White,Not Hispanic or Latino,25-29 years,I11.9,Female,11,2017
White,Not Hispanic or Latino,25-29 years,I11.9,Male,39,2017
White,Not Hispanic or Latino,25-29 years,I12.0,Female,4,2017
White,Not Hispanic or Latino,25-29 years,I12.0,Male,4,2017
White,Not Hispanic or Latino,25-29 years,I12.9,Male,4,2017
White,Not Hispanic or Latino,25-29 years,I13.1,Female,4,2017
White,Not Hispanic or Latino,25-29 years,I13.2,Male,4,2017
White,Not Hispanic or Latino,30-34 years,I10,Female,4,2017
White,Not Hispanic or Latino,30-34 years,I10,Male,14,2017
White,Not Hispanic or Latino,30-34 years,I11.0,Female,4,2017
White,Not Hispanic or Latino,30-34 years,I11.0,Male,4,2017
White,Not Hispanic or Latino,30-34 years,I11.9,Female,52,2017
White,Not Hispanic or Latino,30-34 years,I11.9,Male,119,2017
White,Not Hispanic or Latino,30-34 years,I12.0,Female,4,2017
White,Not Hispanic or Latino,30-34 years,I12.0,Male,4,2017
White,Not Hispanic or Latino,30-34 years,I13.1,Male,4,2017
White,Not Hispanic or Latino,30-34 years,I13.2,Female,4,2017
White,Not Hispanic or Latino,35-39 years,I10,Female,14,2017
White,Not Hispanic or Latino,35-39 years,I10,Male,50,2017
White,Not Hispanic or Latino,35-39 years,I11.0,Female,4,2017
White,Not Hispanic or Latino,35-39 years,I11.0,Male,14,2017
White,Not Hispanic or Latino,35-39 years,I11.9,Female,74,2017
White,Not Hispanic or Latino,35-39 years,I11.9,Male,179,2017
White,Not Hispanic or Latino,35-39 years,I12.0,Female,4,2017
White,Not Hispanic or Latino,35-39 years,I12.0,Male,11,2017
White,Not Hispanic or Latino,35-39 years,I13.1,Female,4,2017
White,Not Hispanic or Latino,35-39 years,I13.1,Male,4,2017
White,Not Hispanic or Latino,35-39 years,I13.2,Male,4,2017
White,Not Hispanic or Latino,40-44 years,I10,Female,26,2017
White,Not Hispanic or Latino,40-44 years,I10,Male,70,2017
White,Not Hispanic or Latino,40-44 years,I11.0,Female,13,2017
White,Not Hispanic or Latino,40-44 years,I11.0,Male,22,2017
White,Not Hispanic or Latino,40-44 years,I11.9,Female,130,2017
White,Not Hispanic or Latino,40-44 years,I11.9,Male,333,2017
White,Not Hispanic or Latino,40-44 years,I12.0,Female,12,2017
White,Not Hispanic or Latino,40-44 years,I12.0,Male,16,2017
White,Not Hispanic or Latino,40-44 years,I13.0,Male,4,2017
White,Not Hispanic or Latino,40-44 years,I13.1,Female,4,2017
White,Not Hispanic or Latino,40-44 years,I13.1,Male,11,2017
White,Not Hispanic or Latino,40-44 years,I13.2,Male,4,2017
White,Not Hispanic or Latino,45-49 years,I10,Female,59,2017
White,Not Hispanic or Latino,45-49 years,I10,Male,150,2017
White,Not Hispanic or Latino,45-49 years,I11.0,Female,21,2017
White,Not Hispanic or Latino,45-49 years,I11.0,Male,42,2017
White,Not Hispanic or Latino,45-49 years,I11.9,Female,240,2017
White,Not Hispanic or Latino,45-49 years,I11.9,Male,585,2017
White,Not Hispanic or Latino,45-49 years,I12.0,Female,17,2017
White,Not Hispanic or Latino,45-49 years,I12.0,Male,40,2017
White,Not Hispanic or Latino,45-49 years,I12.9,Female,4,2017
White,Not Hispanic or Latino,45-49 years,I12.9,Male,4,2017
White,Not Hispanic or Latino,45-49 years,I13.0,Male,4,2017
White,Not Hispanic or Latino,45-49 years,I13.1,Female,4,2017
White,Not Hispanic or Latino,45-49 years,I13.1,Male,4,2017
White,Not Hispanic or Latino,45-49 years,I13.2,Female,4,2017
White,Not Hispanic or Latino,45-49 years,I13.2,Male,4,2017
White,Not Hispanic or Latino,45-49 years,I13.9,Female,4,2017
White,Not Hispanic or Latino,45-49 years,I13.9,Male,4,2017
White,Not Hispanic or Latino,45-49 years,I15.9,Female,4,2017
White,Not Hispanic or Latino,50-54 years,I10,Female,168,2017
White,Not Hispanic or Latino,50-54 years,I10,Male,287,2017
White,Not Hispanic or Latino,50-54 years,I11.0,Female,51,2017
White,Not Hispanic or Latino,50-54 years,I11.0,Male,71,2017
White,Not Hispanic or Latino,50-54 years,I11.9,Female,430,2017
White,Not Hispanic or Latino,50-54 years,I11.9,Male,968,2017
White,Not Hispanic or Latino,50-54 years,I12.0,Female,48,2017
White,Not Hispanic or Latino,50-54 years,I12.0,Male,70,2017
White,Not Hispanic or Latino,50-54 years,I12.9,Male,4,2017
White,Not Hispanic or Latino,50-54 years,I13.0,Female,4,2017
